scope,evaluator_id,task_type,criterion,std_beta,N,note
EVALUATOR_TASK,b1,Idea-to-Text,Sentiment,,7,insufficient_data
EVALUATOR_TASK,b1,Interpret,Fluency,,8,insufficient_data
EVALUATOR_TASK,b1,Interpret,Coherence,,8,insufficient_data
EVALUATOR_TASK,b1,Interpret,Conciseness,,8,insufficient_data
EVALUATOR_TASK,b1,Interpret,Accuracy,,8,insufficient_data
EVALUATOR_TASK,b1,Interpret,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,b1,Interpret,Motivational,,8,insufficient_data
EVALUATOR_TASK,b1,Interpret,Sentiment,,8,insufficient_data
EVALUATOR_TASK,b1,Summarise,Fluency,,7,insufficient_data
EVALUATOR_TASK,b1,Summarise,Coherence,,7,insufficient_data
EVALUATOR_TASK,b1,Summarise,Conciseness,,7,insufficient_data
EVALUATOR_TASK,b1,Summarise,Accuracy,,7,insufficient_data
EVALUATOR_TASK,b1,Summarise,Constructiveness,,7,insufficient_data
EVALUATOR_TASK,b1,Summarise,Motivational,,7,insufficient_data
EVALUATOR_TASK,b1,Summarise,Sentiment,,7,insufficient_data
EVALUATOR_TASK,b2,Idea-to-Text,Fluency,,6,insufficient_data
EVALUATOR_TASK,b2,Idea-to-Text,Coherence,,6,insufficient_data
EVALUATOR_TASK,b2,Idea-to-Text,Conciseness,,6,insufficient_data
EVALUATOR_TASK,b2,Idea-to-Text,Accuracy,,6,insufficient_data
EVALUATOR_TASK,b2,Idea-to-Text,Constructiveness,,6,insufficient_data
EVALUATOR_TASK,b2,Idea-to-Text,Motivational,,6,insufficient_data
EVALUATOR_TASK,b2,Idea-to-Text,Sentiment,,6,insufficient_data
EVALUATOR_TASK,b2,Interpret,Fluency,,4,insufficient_data
EVALUATOR_TASK,b2,Interpret,Coherence,,4,insufficient_data
EVALUATOR_TASK,b2,Interpret,Conciseness,,4,insufficient_data
EVALUATOR_TASK,b2,Interpret,Accuracy,,4,insufficient_data
EVALUATOR_TASK,b2,Interpret,Constructiveness,,4,insufficient_data
EVALUATOR_TASK,b2,Interpret,Motivational,,4,insufficient_data
EVALUATOR_TASK,b2,Interpret,Sentiment,,4,insufficient_data
EVALUATOR_TASK,b2,Summarise,Fluency,,6,insufficient_data
EVALUATOR_TASK,b2,Summarise,Coherence,,6,insufficient_data
EVALUATOR_TASK,b2,Summarise,Conciseness,,6,insufficient_data
EVALUATOR_TASK,b2,Summarise,Accuracy,,6,insufficient_data
EVALUATOR_TASK,b2,Summarise,Constructiveness,,6,insufficient_data
EVALUATOR_TASK,b2,Summarise,Motivational,,6,insufficient_data
EVALUATOR_TASK,b2,Summarise,Sentiment,,6,insufficient_data
EVALUATOR_TASK,b3,Idea-to-Text,Fluency,,8,insufficient_data
EVALUATOR_TASK,b3,Idea-to-Text,Coherence,,8,insufficient_data
EVALUATOR_TASK,b3,Idea-to-Text,Conciseness,,8,insufficient_data
EVALUATOR_TASK,b3,Idea-to-Text,Accuracy,,8,insufficient_data
EVALUATOR_TASK,b3,Idea-to-Text,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,b3,Idea-to-Text,Motivational,,8,insufficient_data
EVALUATOR_TASK,b3,Idea-to-Text,Sentiment,,8,insufficient_data
EVALUATOR_TASK,b3,Interpret,Fluency,,4,insufficient_data
EVALUATOR_TASK,b3,Interpret,Coherence,,4,insufficient_data
EVALUATOR_TASK,b3,Interpret,Conciseness,,4,insufficient_data
EVALUATOR_TASK,b3,Interpret,Accuracy,,4,insufficient_data
EVALUATOR_TASK,b3,Interpret,Constructiveness,,4,insufficient_data
EVALUATOR_TASK,b3,Interpret,Motivational,,4,insufficient_data
EVALUATOR_TASK,b3,Interpret,Sentiment,,4,insufficient_data
EVALUATOR_TASK,b3,Summarise,Fluency,,5,insufficient_data
EVALUATOR_TASK,b3,Summarise,Coherence,,5,insufficient_data
EVALUATOR_TASK,b3,Summarise,Conciseness,,5,insufficient_data
EVALUATOR_TASK,b3,Summarise,Accuracy,,5,insufficient_data
EVALUATOR_TASK,b3,Summarise,Constructiveness,,5,insufficient_data
EVALUATOR_TASK,b3,Summarise,Motivational,,5,insufficient_data
EVALUATOR_TASK,b3,Summarise,Sentiment,,5,insufficient_data
EVALUATOR_TASK,b4,Idea-to-Text,Fluency,,4,insufficient_data
EVALUATOR_TASK,b4,Idea-to-Text,Coherence,,4,insufficient_data
EVALUATOR_TASK,b4,Idea-to-Text,Conciseness,,4,insufficient_data
EVALUATOR_TASK,b4,Idea-to-Text,Accuracy,,4,insufficient_data
EVALUATOR_TASK,b4,Idea-to-Text,Constructiveness,,4,insufficient_data
EVALUATOR_TASK,b4,Idea-to-Text,Motivational,,4,insufficient_data
EVALUATOR_TASK,b4,Idea-to-Text,Sentiment,,4,insufficient_data
EVALUATOR_TASK,b4,Interpret,Fluency,,7,insufficient_data
EVALUATOR_TASK,b4,Interpret,Coherence,,7,insufficient_data
EVALUATOR_TASK,b4,Interpret,Conciseness,,7,insufficient_data
EVALUATOR_TASK,b4,Interpret,Accuracy,,7,insufficient_data
EVALUATOR_TASK,b4,Interpret,Constructiveness,,7,insufficient_data
EVALUATOR_TASK,b4,Interpret,Motivational,,7,insufficient_data
EVALUATOR_TASK,b4,Interpret,Sentiment,,7,insufficient_data
EVALUATOR_TASK,b4,Summarise,Fluency,,7,insufficient_data
EVALUATOR_TASK,b4,Summarise,Coherence,,7,insufficient_data
EVALUATOR_TASK,b4,Summarise,Conciseness,,7,insufficient_data
EVALUATOR_TASK,b4,Summarise,Accuracy,,7,insufficient_data
EVALUATOR_TASK,b4,Summarise,Constructiveness,,7,insufficient_data
EVALUATOR_TASK,b4,Summarise,Motivational,,7,insufficient_data
EVALUATOR_TASK,b4,Summarise,Sentiment,,7,insufficient_data
EVALUATOR_TASK,b5,Idea-to-Text,Fluency,,8,insufficient_data
EVALUATOR_TASK,b5,Idea-to-Text,Coherence,,8,insufficient_data
EVALUATOR_TASK,b5,Idea-to-Text,Conciseness,,8,insufficient_data
EVALUATOR_TASK,b5,Idea-to-Text,Accuracy,,8,insufficient_data
EVALUATOR_TASK,b5,Idea-to-Text,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,b5,Idea-to-Text,Motivational,,8,insufficient_data
EVALUATOR_TASK,b5,Idea-to-Text,Sentiment,,8,insufficient_data
EVALUATOR_TASK,b5,Interpret,Fluency,,8,insufficient_data
EVALUATOR_TASK,b5,Interpret,Coherence,,8,insufficient_data
EVALUATOR_TASK,b5,Interpret,Conciseness,,8,insufficient_data
EVALUATOR_TASK,b5,Interpret,Accuracy,,8,insufficient_data
EVALUATOR_TASK,b5,Interpret,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,b5,Interpret,Motivational,,8,insufficient_data
EVALUATOR_TASK,b5,Interpret,Sentiment,,8,insufficient_data
EVALUATOR_TASK,b5,Summarise,Fluency,,4,insufficient_data
EVALUATOR_TASK,b5,Summarise,Coherence,,4,insufficient_data
EVALUATOR_TASK,b5,Summarise,Conciseness,,4,insufficient_data
EVALUATOR_TASK,b5,Summarise,Accuracy,,4,insufficient_data
EVALUATOR_TASK,b5,Summarise,Constructiveness,,4,insufficient_data
EVALUATOR_TASK,b5,Summarise,Motivational,,4,insufficient_data
EVALUATOR_TASK,b5,Summarise,Sentiment,,4,insufficient_data
EVALUATOR_TASK,c1,Idea-to-Text,Fluency,,8,insufficient_data
EVALUATOR_TASK,c1,Idea-to-Text,Coherence,,8,insufficient_data
EVALUATOR_TASK,c1,Idea-to-Text,Conciseness,,8,insufficient_data
EVALUATOR_TASK,c1,Idea-to-Text,Accuracy,,8,insufficient_data
EVALUATOR_TASK,c1,Idea-to-Text,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,c1,Idea-to-Text,Motivational,,8,insufficient_data
EVALUATOR_TASK,c1,Idea-to-Text,Sentiment,,8,insufficient_data
EVALUATOR_TASK,c1,Interpret,Fluency,,4,insufficient_data
EVALUATOR_TASK,c1,Interpret,Coherence,,4,insufficient_data
EVALUATOR_TASK,c1,Interpret,Conciseness,,4,insufficient_data
EVALUATOR_TASK,c1,Interpret,Accuracy,,4,insufficient_data
EVALUATOR_TASK,c1,Interpret,Constructiveness,,4,insufficient_data
EVALUATOR_TASK,c1,Interpret,Motivational,,4,insufficient_data
EVALUATOR_TASK,c1,Interpret,Sentiment,,4,insufficient_data
EVALUATOR_TASK,c1,Summarise,Fluency,,7,insufficient_data
EVALUATOR_TASK,c1,Summarise,Coherence,,7,insufficient_data
EVALUATOR_TASK,c1,Summarise,Conciseness,,7,insufficient_data
EVALUATOR_TASK,c1,Summarise,Accuracy,,7,insufficient_data
EVALUATOR_TASK,c1,Summarise,Constructiveness,,7,insufficient_data
EVALUATOR_TASK,c1,Summarise,Motivational,,7,insufficient_data
EVALUATOR_TASK,c1,Summarise,Sentiment,,7,insufficient_data
EVALUATOR_TASK,c2,Interpret,Fluency,,8,insufficient_data
EVALUATOR_TASK,c2,Interpret,Coherence,,8,insufficient_data
EVALUATOR_TASK,c2,Interpret,Conciseness,,8,insufficient_data
EVALUATOR_TASK,c2,Interpret,Accuracy,,8,insufficient_data
EVALUATOR_TASK,c2,Interpret,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,c2,Interpret,Motivational,,8,insufficient_data
EVALUATOR_TASK,c2,Interpret,Sentiment,,8,insufficient_data
EVALUATOR_TASK,c3,Idea-to-Text,Fluency,,8,insufficient_data
EVALUATOR_TASK,c3,Idea-to-Text,Coherence,,8,insufficient_data
EVALUATOR_TASK,c3,Idea-to-Text,Conciseness,,8,insufficient_data
EVALUATOR_TASK,c3,Idea-to-Text,Accuracy,,8,insufficient_data
EVALUATOR_TASK,c3,Idea-to-Text,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,c3,Idea-to-Text,Motivational,,8,insufficient_data
EVALUATOR_TASK,c3,Idea-to-Text,Sentiment,,8,insufficient_data
EVALUATOR_TASK,c3,Interpret,Fluency,,3,insufficient_data
EVALUATOR_TASK,c3,Interpret,Coherence,,3,insufficient_data
EVALUATOR_TASK,c3,Interpret,Conciseness,,3,insufficient_data
EVALUATOR_TASK,c3,Interpret,Accuracy,,3,insufficient_data
EVALUATOR_TASK,c3,Interpret,Constructiveness,,3,insufficient_data
EVALUATOR_TASK,c3,Interpret,Motivational,,3,insufficient_data
EVALUATOR_TASK,c3,Interpret,Sentiment,,3,insufficient_data
EVALUATOR_TASK,c3,Summarise,Fluency,,6,insufficient_data
EVALUATOR_TASK,c3,Summarise,Coherence,,6,insufficient_data
EVALUATOR_TASK,c3,Summarise,Conciseness,,6,insufficient_data
EVALUATOR_TASK,c3,Summarise,Accuracy,,6,insufficient_data
EVALUATOR_TASK,c3,Summarise,Constructiveness,,6,insufficient_data
EVALUATOR_TASK,c3,Summarise,Motivational,,6,insufficient_data
EVALUATOR_TASK,c3,Summarise,Sentiment,,6,insufficient_data
EVALUATOR_TASK,c4,Idea-to-Text,Fluency,,5,insufficient_data
EVALUATOR_TASK,c4,Idea-to-Text,Coherence,,5,insufficient_data
EVALUATOR_TASK,c4,Idea-to-Text,Conciseness,,5,insufficient_data
EVALUATOR_TASK,c4,Idea-to-Text,Accuracy,,5,insufficient_data
EVALUATOR_TASK,c4,Idea-to-Text,Constructiveness,,5,insufficient_data
EVALUATOR_TASK,c4,Idea-to-Text,Motivational,,5,insufficient_data
EVALUATOR_TASK,c4,Idea-to-Text,Sentiment,,5,insufficient_data
EVALUATOR_TASK,c4,Interpret,Fluency,,5,insufficient_data
EVALUATOR_TASK,c4,Interpret,Coherence,,5,insufficient_data
EVALUATOR_TASK,c4,Interpret,Conciseness,,5,insufficient_data
EVALUATOR_TASK,c4,Interpret,Accuracy,,5,insufficient_data
EVALUATOR_TASK,c4,Interpret,Constructiveness,,5,insufficient_data
EVALUATOR_TASK,c4,Interpret,Motivational,,5,insufficient_data
EVALUATOR_TASK,c4,Interpret,Sentiment,,5,insufficient_data
EVALUATOR_TASK,c4,Summarise,Fluency,,6,insufficient_data
EVALUATOR_TASK,c4,Summarise,Coherence,,6,insufficient_data
EVALUATOR_TASK,c4,Summarise,Conciseness,,6,insufficient_data
EVALUATOR_TASK,c4,Summarise,Accuracy,,6,insufficient_data
EVALUATOR_TASK,c4,Summarise,Constructiveness,,6,insufficient_data
EVALUATOR_TASK,c4,Summarise,Motivational,,6,insufficient_data
EVALUATOR_TASK,c4,Summarise,Sentiment,,6,insufficient_data
EVALUATOR_TASK,c5,Idea-to-Text,Fluency,,3,insufficient_data
EVALUATOR_TASK,c5,Idea-to-Text,Coherence,,3,insufficient_data
EVALUATOR_TASK,c5,Idea-to-Text,Conciseness,,3,insufficient_data
EVALUATOR_TASK,c5,Idea-to-Text,Accuracy,,3,insufficient_data
EVALUATOR_TASK,c5,Idea-to-Text,Constructiveness,,3,insufficient_data
EVALUATOR_TASK,c5,Idea-to-Text,Motivational,,3,insufficient_data
EVALUATOR_TASK,c5,Idea-to-Text,Sentiment,,3,insufficient_data
EVALUATOR_TASK,c5,Interpret,Fluency,,5,insufficient_data
EVALUATOR_TASK,c5,Interpret,Coherence,,5,insufficient_data
EVALUATOR_TASK,c5,Interpret,Conciseness,,5,insufficient_data
EVALUATOR_TASK,c5,Interpret,Accuracy,,5,insufficient_data
EVALUATOR_TASK,c5,Interpret,Constructiveness,,5,insufficient_data
EVALUATOR_TASK,c5,Interpret,Motivational,,5,insufficient_data
EVALUATOR_TASK,c5,Interpret,Sentiment,,5,insufficient_data
EVALUATOR_TASK,c5,Summarise,Fluency,,6,insufficient_data
EVALUATOR_TASK,c5,Summarise,Coherence,,6,insufficient_data
EVALUATOR_TASK,c5,Summarise,Conciseness,,6,insufficient_data
EVALUATOR_TASK,c5,Summarise,Accuracy,,6,insufficient_data
EVALUATOR_TASK,c5,Summarise,Constructiveness,,6,insufficient_data
EVALUATOR_TASK,c5,Summarise,Motivational,,6,insufficient_data
EVALUATOR_TASK,c5,Summarise,Sentiment,,6,insufficient_data
TASK,ALL,Idea-to-Text,Coherence,0.382954068349022,87,
TASK,ALL,Idea-to-Text,Constructiveness,0.23776735675989263,87,
TASK,ALL,Idea-to-Text,Motivational,0.15702602435458785,87,
TASK,ALL,Idea-to-Text,Fluency,0.14811725823342528,87,
TASK,ALL,Idea-to-Text,Sentiment,0.09549132630164262,87,
TASK,ALL,Idea-to-Text,Conciseness,0.047780423613023454,87,
TASK,ALL,Idea-to-Text,Accuracy,-0.013457106505124439,87,
TASK,ALL,Interpret,Constructiveness,0.27184097747309555,88,
TASK,ALL,Interpret,Motivational,0.21459422806866543,88,
TASK,ALL,Interpret,Coherence,0.19969546700389168,88,
TASK,ALL,Interpret,Fluency,0.17744529893508626,88,
TASK,ALL,Interpret,Sentiment,0.16030657094348996,88,
TASK,ALL,Interpret,Conciseness,-0.010950066229030997,88,
TASK,ALL,Interpret,Accuracy,-0.06390660587494681,88,
TASK,ALL,Summarise,Constructiveness,0.37706695855780337,89,
TASK,ALL,Summarise,Fluency,0.35084346201386885,89,
TASK,ALL,Summarise,Coherence,0.13769332728457148,89,
TASK,ALL,Summarise,Sentiment,0.1188194374581582,89,
TASK,ALL,Summarise,Accuracy,0.09641416935054999,89,
TASK,ALL,Summarise,Motivational,0.07975560526327091,89,
TASK,ALL,Summarise,Conciseness,0.05166033950370487,89,
